5,1.5,2,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.7,1.7,7,0,100,1,0,1
4.1,3,4,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,2.6,26,0,100,0,1,0
3,3,1,0,NaN,0,1,0
4.3,3,3,1,NaN,0,1,0
4.4,3.1,13,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
5,2,4,1,NaN,0,0,0
2.5,2.5,2,0,NaN,1,0,1
5,4,1,0,NaN,0,0,1
4.5,2.5,2,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3,3.4,8,1,50,1,1,0
5,2,2,0,NaN,0,1,0
4.8,2,2,0,NaN,0,0,1
3.8,2.4,16,1,70,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.6,4.6,5,0,NaN,0,0,1
1,3,1,0,NaN,1,1,0
3.5,1.4,9,0,67,0,0,0
5,3,2,1,NaN,0,0,1
3.5,4.3,3,0,NaN,0,1,0
4.5,2,2,1,NaN,0,0,1
1.9,3.5,4,0,NaN,0,0,1
3,3.3,3,0,NaN,0,0,1
5,3,1,0,NaN,0,1,0
5,1,1,0,NaN,1,0,1
4.3,3,2,0,NaN,0,1,0
4.5,2.3,15,0,88,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3,3.8,26,0,70,0,0,1
1.6,4.8,4,0,NaN,1,0,0
4.8,2.3,4,0,NaN,0,0,1
4,3,5,0,NaN,1,0,1
3,5,1,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,2,2,0,NaN,2,0,1
4.9,3.6,5,0,NaN,0,1,1
2,4.7,6,0,NaN,0,0,0
1.9,4.4,5,0,NaN,0,1,1
1,2,1,0,NaN,0,0,0
3.9,3.4,5,0,NaN,0,1,0
3.6,3.7,14,0,20,1,1,0
2.5,3,2,0,NaN,1,0,1
3.8,3,2,0,NaN,0,1,0
3.5,2,3,1,NaN,0,0,1
4.6,3.2,29,1,94,0,0,0
2.6,2.2,4,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.3,3.3,4,0,NaN,3,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
5,1,1,0,NaN,0,1,0
4.5,2,1,0,NaN,0,0,1
4,2,1,0,NaN,0,1,0
4.1,3.2,9,0,NaN,0,1,0
1.9,3.6,17,0,NaN,0,0,0
3.3,4.5,2,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.8,4.3,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4,2.6,9,1,NaN,0,1,0
1.5,4.7,3,0,NaN,0,0,0
3.5,3,1,0,NaN,0,1,0
3.4,3.7,3,0,NaN,1,0,0
2.5,3,1,0,NaN,0,1,0
5,2.3,3,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.3,4.7,3,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.7,4,3,1,NaN,0,0,0
2.2,3.8,5,0,NaN,1,0,1
2.6,3.6,7,0,NaN,0,1,0
3.4,2.5,6,0,NaN,0,0,0
2.7,4,12,0,NaN,0,0,1
4.4,1.5,19,1,100,1,0,1
1.5,1,1,0,NaN,0,0,1
4.5,2.5,6,0,NaN,3,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4,3.3,3,0,NaN,2,1,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.3,3.3,3,1,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.5,4,1,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4,3.1,7,0,NaN,0,1,0
4.8,2.6,8,1,NaN,7,1,0
4.5,3.4,12,1,100,0,1,0
3.8,2.8,12,1,67,2,1,0
5,1,1,0,NaN,0,1,0
4.5,3.2,9,1,NaN,1,0,1
3.9,2.8,4,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.6,2.3,4,0,NaN,1,0,1
3.9,1.2,4,0,NaN,4,1,0
4.5,1,1,0,NaN,0,0,1
4.6,1.9,8,0,NaN,0,1,0
4,1,1,0,NaN,0,0,0
4.1,2.4,5,1,NaN,0,1,0
3.9,2.7,9,1,NaN,0,0,1
4.5,3,1,0,NaN,1,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.5,3.5,2,0,NaN,1,0,1
4.5,2.2,5,1,NaN,0,0,1
3.3,3,2,1,NaN,0,0,1
3,3,3,0,NaN,0,1,0
4,3,10,0,60,1,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.9,3.6,20,0,64,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,2,2,0,NaN,0,0,1
3.1,3,7,0,80,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.9,3,4,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,2.4,5,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.4,2.5,12,1,100,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4,3,1,0,NaN,0,0,1
1.5,4,1,0,NaN,0,0,0
3,4.5,2,0,NaN,0,0,1
1.5,3,1,0,NaN,0,1,0
5,1,2,0,NaN,1,1,0
2,3,3,0,NaN,1,0,1
1,5,1,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,3,5,1,NaN,0,1,0
2.8,3.7,3,0,NaN,0,0,1
4.9,1.6,16,0,88,0,0,0
2,4.5,4,0,NaN,0,0,1
2.7,3.3,12,0,50,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,1,0,NaN,0,0,1
4.7,1.3,6,0,NaN,0,1,0
3.5,4,2,0,NaN,0,0,1
3,3.5,4,0,NaN,0,0,1
3.1,3.7,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.3,2.5,2,0,NaN,0,1,0
4.6,3.1,8,0,NaN,0,1,0
4.9,2.7,20,1,100,0,0,1
4.6,2.9,18,0,100,0,1,0
1.3,4.7,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,1.7,16,1,92,0,0,0
4.6,2.6,26,1,100,3,1,0
4,4,5,0,NaN,3,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.3,4.3,4,0,NaN,0,0,1
4.5,1.5,2,1,NaN,0,0,1
4.9,2,5,1,NaN,1,0,1
2,5,2,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3,3,6,0,NaN,0,0,1
3,4.5,2,1,NaN,0,0,0
3,4,2,1,NaN,2,0,1
4.3,2.4,7,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
5,4,1,0,NaN,0,0,1
1.9,3.4,7,0,NaN,3,0,1
3.8,2.3,3,0,NaN,0,1,0
4.9,2.8,4,0,NaN,0,0,1
1,5,2,0,NaN,1,0,0
3.3,2.7,6,0,NaN,0,1,0
4,2.5,2,0,NaN,0,0,0
4.8,3,6,0,NaN,0,0,1
4.8,3,2,0,NaN,0,1,0
3.8,2,2,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,2,5,1,NaN,0,1,0
3.6,2.5,8,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.8,2.5,2,0,NaN,1,0,1
4.9,2.8,6,1,NaN,0,1,0
4.8,1.8,11,1,100,6,1,0
5,3,1,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,1,0,NaN,0,0,1
2.5,5,2,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
1,3,1,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.9,3.8,13,0,33,0,0,1
3.4,3.6,11,0,83,6,0,0
5,2,1,0,NaN,1,0,1
4.1,3.4,5,0,NaN,0,1,0
4.7,2.7,17,1,86,0,1,0
5,2.5,6,1,NaN,0,1,0
5,1.5,2,1,NaN,0,1,0
3.8,2,2,0,NaN,1,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,1,0,NaN,0,0,1
4.9,2.8,9,1,100,0,0,1
2.8,3.7,8,0,33,1,1,0
4.4,1.2,4,0,NaN,4,0,1
5,2,1,0,NaN,0,0,1
2.2,4,5,0,NaN,0,1,0
2.2,4.3,6,0,40,0,1,0
5,2.5,2,0,NaN,0,0,0
3.3,4,2,0,NaN,0,1,0
4.5,2.4,10,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,3,2,0,NaN,0,0,0
4.5,1.1,12,0,100,0,1,0
5,1,1,0,NaN,0,0,1
4.3,3,2,1,NaN,0,0,0
2,3.5,2,0,NaN,0,0,1
5,2.8,5,0,NaN,0,0,0
3.4,3,22,0,71,0,0,1
4,2.3,3,1,NaN,0,1,0
4.7,2,3,1,NaN,0,1,1
5,3,1,0,NaN,0,0,1
4.1,4,5,0,NaN,0,0,1
4.3,2.2,16,0,100,1,0,0
4.5,1,1,0,NaN,0,0,1
5,4,1,0,NaN,0,0,1
3.5,2.2,5,1,NaN,0,0,1
5,4,1,1,NaN,0,1,0
4.3,3.3,14,0,75,0,1,0
3.3,1.8,4,0,NaN,0,1,0
3.8,3.5,2,0,NaN,0,0,0
3,3.3,15,0,56,5,1,0
3,3.1,9,0,NaN,5,0,0
4.9,1.8,4,1,NaN,0,0,1
4.3,1.9,8,0,NaN,0,1,0
4.8,2.7,6,1,NaN,0,1,0
3.5,3.3,3,0,NaN,0,0,1
4,2,1,1,NaN,0,0,1
3.4,4,6,1,NaN,0,0,0
3.9,4,3,0,NaN,0,0,1
2.8,3.7,10,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.4,3.5,13,0,78,0,1,0
2.9,3.9,16,0,53,0,0,1
5,3,2,0,NaN,0,0,0
2,4,1,0,NaN,0,1,0
3.5,3.3,8,0,100,0,0,0
3,2.5,2,0,NaN,1,0,1
4.1,3.1,8,0,71,0,1,0
3.3,3,2,0,NaN,0,1,0
3.1,2.4,5,1,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.5,2,1,0,NaN,0,0,1
4.3,3,2,0,NaN,0,1,0
1.9,3.2,6,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.9,2,3,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,2.3,12,0,100,6,1,0
4.5,2,1,0,NaN,0,0,1
5,2,8,1,100,0,0,1
4.5,3,1,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,1,0,NaN,0,0,1
5,2,6,1,NaN,0,1,0
2.9,3.7,3,1,NaN,2,1,1
2,3,1,0,NaN,0,0,0
4,5,1,0,NaN,0,1,0
2.5,3.3,3,0,NaN,3,1,0
5,2,1,0,NaN,0,1,0
5,4,2,0,NaN,2,1,0
2.8,2.2,4,0,NaN,0,1,0
1.4,4.3,4,0,NaN,0,1,0
5,2,1,0,NaN,0,0,1
3,5,1,0,NaN,0,0,1
2,2.5,2,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.6,1.6,12,0,NaN,0,0,0
4.8,1.7,6,0,NaN,0,1,0
3.8,4,2,0,NaN,0,0,0
4.5,2.5,11,0,90,1,1,0
5,2.5,7,0,100,0,1,0
2.8,3.9,18,0,50,0,0,1
4.3,2.3,3,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3,3.5,2,0,NaN,0,0,1
4.8,1.7,12,0,100,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,1.7,3,0,NaN,0,0,0
4.3,2,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.1,3.9,7,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,7,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,4,2,0,NaN,0,0,1
4.3,2.3,3,1,NaN,0,1,0
4,3,4,1,NaN,0,0,1
2.1,3.5,4,0,NaN,1,0,0
5,2,1,0,NaN,1,0,1
4.8,2.8,5,0,NaN,0,1,0
3.5,3.8,5,0,NaN,0,0,1
4,3,1,0,NaN,0,1,0
5,1.3,3,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4,2.3,3,0,NaN,0,0,1
3,3,2,0,NaN,0,1,0
4.8,1.6,9,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.1,3.8,4,0,NaN,0,1,0
4,2.2,29,1,80,1,0,0
4.5,2,1,0,NaN,0,0,1
3.5,3,1,0,NaN,0,1,0
5,3,1,0,NaN,0,1,0
4.9,2.2,5,0,NaN,4,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
5,1,1,0,NaN,0,1,0
4.9,1.7,6,1,NaN,0,0,1
2.5,4,1,0,NaN,0,0,1
5,1,1,0,NaN,0,0,1
5,1,3,1,NaN,0,1,0
3.7,2.3,3,0,NaN,0,0,0
4,2.7,17,0,60,0,0,0
4.1,2.6,7,1,67,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
2.9,4.2,5,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.8,2,2,0,NaN,0,0,0
4.9,2.7,8,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3,4,1,0,NaN,0,1,0
3.5,1,1,0,NaN,0,0,1
3.5,2,1,1,NaN,0,1,0
2.8,3.4,31,0,28,0,0,1
4.5,2.4,23,1,93,9,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.9,3.4,5,0,NaN,0,0,1
2.5,3.5,2,0,NaN,0,1,0
5,2,2,0,NaN,0,1,0
4.4,1.6,5,1,NaN,0,0,1
2.8,4,4,0,NaN,0,0,1
3.7,3.8,5,0,NaN,1,1,1
2.1,3.8,5,0,NaN,0,1,0
4.2,2.4,7,1,NaN,0,0,1
1,5,1,0,NaN,0,0,0
4.8,1,2,0,NaN,0,1,0
5,3,1,0,NaN,0,1,0
3.5,2.8,6,0,NaN,0,0,0
3.2,3.8,6,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.7,2.8,5,0,NaN,0,0,1
4,3.3,3,0,NaN,0,0,0
2.8,3.3,3,0,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.8,4.3,11,0,NaN,0,0,1
1.9,4.8,5,0,NaN,0,1,0
5,3,1,0,NaN,0,0,1
4.5,1.5,2,0,NaN,0,1,0
1.4,4.2,6,0,NaN,0,1,0
5,3,1,1,NaN,0,1,0
2,5,1,0,NaN,0,1,0
3,2,5,0,NaN,0,0,0
5,2,1,0,NaN,0,0,0
4.5,3,1,0,NaN,0,0,1
4.9,2.5,4,1,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.8,4.4,8,0,NaN,0,0,1
4,2,1,0,NaN,0,0,1
4.6,1.8,6,1,NaN,0,0,1
4,4,2,0,NaN,0,1,1
1.8,4.5,2,0,NaN,0,0,1
4.2,2.5,16,0,50,5,1,0
4.5,2,1,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,1,1,0,NaN,0,1,0
4.5,3,1,0,NaN,0,0,1
3.9,3,4,0,NaN,0,0,0
4.3,2,2,0,NaN,0,1,0
4.8,1.2,5,0,NaN,0,1,0
4,2,2,0,NaN,0,1,0
3.8,3.5,2,0,NaN,0,0,0
3.3,3.8,5,0,NaN,0,0,0
4.8,2.5,2,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.6,1.6,21,1,NaN,0,0,0
3.5,3,1,0,NaN,0,1,0
3.7,3.5,4,1,NaN,0,0,0
5,1,2,0,NaN,0,0,1
5,1,1,0,NaN,1,1,0
2.1,3.3,14,0,25,0,0,1
1,3.7,3,0,NaN,0,0,1
3.2,2.4,11,0,80,0,1,0
4,3,1,0,NaN,1,1,0
1.5,5,1,0,NaN,0,0,1
5,4,1,0,NaN,1,1,0
2.7,2.7,3,0,NaN,0,0,1
2,3,1,0,NaN,0,1,0
5,3,1,0,NaN,0,1,0
4.7,3,5,1,NaN,0,1,0
4.8,1.5,2,0,NaN,0,1,0
2.9,3.5,9,0,NaN,0,0,1
4.4,2.9,11,0,83,0,0,1
5,3.5,2,0,NaN,2,0,1
4.2,3.2,39,1,65,0,1,0
3.6,3.3,4,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
5,3,1,0,NaN,0,1,0
3.7,3.7,3,1,NaN,0,1,0
4.5,2.5,2,0,NaN,0,0,0
3.9,2.8,35,0,NaN,0,1,0
4.5,3.5,8,1,NaN,0,0,0
2,4,1,0,NaN,0,0,0
4.6,1.6,5,0,NaN,0,1,0
3.5,3,7,0,50,7,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.3,2,2,0,NaN,0,0,1
1.3,4.5,6,0,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.1,2,5,0,NaN,0,0,0
4.9,3.8,7,1,NaN,0,0,0
4.5,2.6,12,1,NaN,0,0,0
1.3,3.2,5,0,NaN,0,0,0
3,3,2,0,NaN,0,1,0
5,1.8,4,0,NaN,0,0,1
3.8,3.7,8,0,80,0,0,1
1.3,4.3,3,0,NaN,0,0,0
5,1,1,0,NaN,0,0,0
4.2,2.6,15,0,67,0,1,0
2.6,3.9,7,0,40,0,0,0
4.9,3.2,5,1,NaN,0,1,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.8,4,2,0,NaN,0,0,1
4.5,2,1,0,NaN,0,1,0
1.8,4.5,2,0,NaN,0,0,0
4.1,2,7,1,NaN,0,0,1
3,4,2,0,NaN,0,1,0
5,4,1,0,NaN,0,0,1
3.2,1.3,3,0,NaN,0,0,1
5,1.3,7,1,NaN,0,0,1
3.7,2.3,8,0,80,3,0,1
5,1,2,0,NaN,0,0,0
4.2,3.3,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
3.7,3.3,3,0,NaN,0,0,0
5,2.5,2,0,NaN,0,0,1
5,1,1,0,NaN,0,1,0
4.9,2.2,4,1,NaN,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.3,2.9,8,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.5,3,1,0,NaN,0,0,1
2.3,1.3,3,0,NaN,0,0,0
4.8,3.3,3,0,NaN,0,0,1
NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0,0
4.9,2.4,5,0,NaN,0,0,1
2.3,4.5,2,0,NaN,0,0,1
5,3,1,0,NaN,1,1,0
3,3.2,5,0,NaN,0,1,0
